Partlist exported from C:/Users/ayhankurt/Documents/EAGLE/projects/Metal Dedektor/Metal Detector.sch at 1.02.2024 16:48

Qty Value                Device                Package                Parts                                  Description                                                                                                                                                         ARROW_PART_NUMBER ARROW_PRICE-STOCK                                                              AVAILABILITY CHECK_PRICES                                                             COPYRIGHT                                                DESCRIPTION                                                                                                                                                         HEIGHT  MANUFACTURER_NAME MANUFACTURER_PART_NUMBER MF           MFR_NAME  MOUSER_PART_NUMBER   MOUSER_PRICE-STOCK                                                                                               MP                                                                                                      MPN OC_FARNELL OC_NEWARK PACKAGE         POPULARITY PRICE PROD_ID   PURCHASE-URL                                                                                                                SNAPEDA_LINK                                                              SPICEPREFIX VALUE
1                        AK500/4               AK500/4                BATTERY                                CONNECTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           unknown    unknown                   4                                                                                                                                                                                                                                                 
2   1KΩ                  R-EU_R0603            R0603                  R6, R47                                RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
2   1N4148DO35-7         1N4148DO35-7          DO35-7                 D2, D3                                 DIODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    58                                                                                                                                                                                                                                                
2   1kΩ                  R-EU_R0603            R0603                  R11, R32                               RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
1   1kΩ                  R-EU_R1206            R1206                  R9                                     RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                41                                                                                                                                                                                                                               R                
2   1nF / 50 V           C-EUC0603             C0603                  C17, C18                               CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               73                                                                                                                                                                                                                               C                
1   1uF/ 16v             C-EUC0603             C0603                  C20                                    CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               73                                                                                                                                                                                                                               C                
1   1uF/16V/XR7          C-EUC0805             C0805                  C36                                    CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               88                                                                                                                                                                                                                               C                
2   1uF/25V/XR7          C-EUC0805             C0805                  C33, C37                               CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               88                                                                                                                                                                                                                               C                
1   1Ω                   R-EU_0207/10          0207/10                R7                                     RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                81                                                                                                                                                                                                                               R                
1   2.21kΩ               R-EU_R0603            R0603                  R38                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
1   2.2kΩ                R-EU_R1206            R1206                  R33                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                41                                                                                                                                                                                                                               R                
1   2.2uF/25 VDC/XR7     1.0UF-1206-50V-10%    1206                   C6                                     1µF ceramic capacitors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    CAP-09822                                                                                                                                                                                                                   1.0uF
1   20Ω                  R-EU_R1206            R1206                  R19                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                41                                                                                                                                                                                                                               R                
1   22.1kΩ               R-EU_R0603            R0603                  R3                                     RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
1   2200uF               EEUFR1C222            CAP_12.5_X_20_PAN      C3                                                                                                                                                                                                                                                                                                                                                                                                Copyright (C) 2024 Ultra Librarian. All rights reserved.                                                                                                                                                                                               EEUFR1C222                            Panasonic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
1   22kΩ                 R-EU_R1206            R1206                  R10                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                41                                                                                                                                                                                                                               R                
2   22uF                 1.0UF-1206-50V-10%    1206                   C25, C26                               1µF ceramic capacitors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    CAP-09822                                                                                                                                                                                                                   1.0uF
1   2R2Ω                 R-EU_R2010            R2010                  R15                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                3                                                                                                                                                                                                                                R                
1   30.1kΩ               R-EU_R0603            R0603                  R42                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
1   3224W-1-104E         3224W-1-104E          3224W-1-105E           R8                                     3224W SMT topadj cermet trimmer,100K 4mm Bourns 3224W Series 12-Turn SMD Cermet Trimmer Resistor with J-Hook Terminations, 100k +/-10% 0.25W +/-100ppm/C Top Adjust 3224W-1-104E      https://www.arrow.com/en/products/3224w-1-104e/bourns?region=europe                                                                                                                                                           3224W SMT topadj cermet trimmer,100K 4mm Bourns 3224W Series 12-Turn SMD Cermet Trimmer Resistor with J-Hook Terminations, 100k +/-10% 0.25W +/-100ppm/C Top Adjust mm      Bourns            3224W-1-104E                                    652-3224W-1-104E     https://www.mouser.co.uk/ProductDetail/Bourns/3224W-1-104E?qs=tEaODSGlU8OdLSz6q8wtag%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                                          
1   3300pF               C-EUC0603             C0603                  C22                                    CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               73                                                                                                                                                                                                                               C                
2   4.02kΩ               R-EU_R0603            R0603                  R27, R28                               RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
2   4.3kΩ                R-EU_R1206            R1206                  R5, R46                                RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                41                                                                                                                                                                                                                               R                
2   47uF                 CPOL-EUSMCA           SMC_A                  C4, C5                                 POLARIZED CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     4                                                                                                                                                                                                                                C                
1   499kΩ                R-EU_R0603            R0603                  R29                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
1   5.23kΩ               R-EU_R0603            R0603                  R43                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
1   5.9kΩ                R-EU_R0603            R0603                  R39                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
1   560Ω                 R-EU_R0603            R0603                  R12                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                70                                                                                                                                                                                                                               R                
1   5pF                  C-EUC0603             C0603                  C21                                    CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               73                                                                                                                                                                                                                               C                
1   680Ω                 R-EU_R1206            R1206                  R48                                    RESISTOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                41                                                                                                                                                                                                                               R                
1   BAT54C               BAT54C                SOT23                  D12                                    Schottky Diodes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          6                                                                                                                                                                                                                                                 
1   BQ24133RGYR          BQ24133RGYR           BQ24133RGYR            IC2                                    Synchronous Switch-Mode Li-Ion and Li-Polymer Stand-Alone Battery Charger                                                                                           BQ24133RGYR       https://www.arrow.com/en/products/bq24133rgyr/texas-instruments?region=nac                                                                                                                                                    Synchronous Switch-Mode Li-Ion and Li-Polymer Stand-Alone Battery Charger                                                                                           1mm     Texas Instruments BQ24133RGYR                                     595-BQ24133RGYR      https://www.mouser.co.uk/ProductDetail/Texas-Instruments/BQ24133RGYR?qs=O1HRStiETChtddIVJFsUHw%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                                
1   BYV28                BYV28                 SOD64-10               D1                                     DIODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                                                                                                                                                                                                                                                 
1   DC21MMX              DC21MMX               DC-21MM                12VIN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
1   DG128-7.5            DG128-7.5-02P-14-00AH DG1287502P1400AH       J2                                     Terminal Block 450V 2-Pole Green                                                                                                                                                                                                                                                                                                                                                                                    Terminal Block 450V 2-Pole Green                                                                                                                                    14mm    Degson            DG128-7.5-02P-14-00AH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1   ES1B-E3_61T          ES1B-E3_61T           DIOM5127X229N          D5                                     Vishay ES1B-E3/61T SMT Switching Diode, 100V 1A, 2-Pin DO-214AC                                                                                                     ES1B-E3/61T       https://www.arrow.com/en/products/es1b-e361t/vishay?region=nac                                                                                                                                                                Vishay ES1B-E3/61T SMT Switching Diode, 100V 1A, 2-Pin DO-214AC                                                                                                     2.29mm  Vishay            ES1B-E3/61T                                     625-ES1B-E3          https://www.mouser.co.uk/ProductDetail/Vishay-General-Semiconductor/ES1B-E3-61T?qs=rfh7uIuiIO30EPNqOSFFMQ%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                     
1   ESP32-WROOM-32UE-N4  ESP32-WROOM-32UE-N4   ESP32WROOM32UEN4       IC4                                    WiFi Modules - 802.11 SMD module ESP32-WROOM-32UE, ESP32-D0WD-V3, ESP32 ECO V3, 4 MB SPI flash, IPEX antenna connector                                                                                                                                                                                                                                                                                              WiFi Modules - 802.11 SMD module ESP32-WROOM-32UE, ESP32-D0WD-V3, ESP32 ECO V3, 4 MB SPI flash, IPEX antenna connector                                              3.35mm  Espressif Systems ESP32-WROOM-32UE-N4                             356-ESP32WRM32UE32UH https://www.mouser.co.uk/ProductDetail/Espressif-Systems/ESP32-WROOM-32UE-N4?qs=Li%252BoUPsLEnsnnWrvUBU2ZA%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                    
3   IRF740               IRF740                TO220BV                Q1, Q2, Q4                             N-CHANNEL MOS FET  Check availability                                                                                                                                                                                                                                In Stock     https://www.snapeda.com/parts/IRF740/Vishay+Siliconix/view-part/?ref=eda                                                           N-Channel 400 V 10A (Tc) 3.1W (Ta), 125W (Tc) Surface Mount D²PAK (TO-263)                                                                                                                                            Vishay                                                                                                                                                       IRF740                                                                                                                           TO-220-3 Vishay            None            https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=552701&manufacturer=Vishay&part_name=IRF740&search_term=None https://www.snapeda.com/parts/IRF740/Vishay+Siliconix/view-part/?ref=snap                  
1   IRF9630              IRF9630               TO254P465X1024X2050-3P Q3                                     Trans MOSFET P-CH 200V 6.5A 3-Pin(3+Tab) TO-220AB - Bulk                                                                                                                                                                                                                                                                                                                                                            Trans MOSFET P-CH 200V 6.5A 3-Pin(3+Tab) TO-220AB - Bulk                                                                                                            4.65mm  Vishay            IRF9630                                         844-IRF9630          https://www.mouser.co.uk/ProductDetail/Vishay-Siliconix/IRF9630?qs=ehM%252BESVsXgyTXowvYem%2FGA%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                               
1   L-KLS1-2.50-05-S     S05P                  S05P                   ENCODER                                AMP MT CONNECTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    unknown    unknown                   0                                                                                                                                                                                                                                                 
1   L-KLS1-2.50-06-S     S06P                  S06P                   SERIAL                                 AMP MT CONNECTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    unknown    unknown                   0                                                                                                                                                                                                                                                 
1   L-KLS1-2.50-09-S     S09P                  S09P                   DISPLAY                                AMP MT CONNECTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    unknown    unknown                   0                                                                                                                                                                                                                                                 
2   L-KLS1-XL4-2.50-02-R S02P                  S02P                   ON-OFF, SPEAKER                        AMP MT CONNECTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    unknown    unknown                   0                                                                                                                                                                                                                                                 
1   L-KLS1-XL4-2.50-04-R S04P                  S04P                   HEADPHONE                              AMP MT CONNECTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    unknown    unknown                   0                                                                                                                                                                                                                                                 
2   MMBT3904             MMBT3904              SOT95P240X120-3N       Q9, Q11                                Transistor GP BJT NPN 40V 0.2A SOT23 Fairchild MMBT3904 NPN Bipolar Transistor, 0.2 A, 40 V, 3-Pin SOT-23                                                           MMBT3904          https://www.arrow.com/en/products/mmbt3904/on-semiconductor                                                                                                                                                                   Transistor GP BJT NPN 40V 0.2A SOT23 Fairchild MMBT3904 NPN Bipolar Transistor, 0.2 A, 40 V, 3-Pin SOT-23                                                           1.2mm   onsemi            MMBT3904                                        512-MMBT3904         https://www.mouser.co.uk/ProductDetail/onsemi-Fairchild/MMBT3904?qs=UMEuL5FsraCg3xKjS4uBJQ%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                                    
1   NE5534AD             NE5534AD              SO08                   IC1                                    LOW-NOISE OPERATIONAL AMPLIFIER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          1                                                                                                                                                                                                                                                 
1   SRP7028A-3R3M        SRP7028A-3R3M         SRP7028A3R3M           L1                                     Bourns SRP7028A Series Type 7028 Shielded Wire-wound SMD Inductor with a Carbonyl Powder Core, 3.3 uH +/-20% Wire-Wound                                             SRP7028A-3R3M     https://www.arrow.com/en/products/srp7028a-3r3m/bourns                                                                                                                                                                        Bourns SRP7028A Series Type 7028 Shielded Wire-wound SMD Inductor with a Carbonyl Powder Core, 3.3 uH +/-20% Wire-Wound                                             3mm     Bourns            SRP7028A-3R3M                                   652-SRP7028A-3R3M    https://www.mouser.co.uk/ProductDetail/Bourns/SRP7028A-3R3M?qs=7z%252BmIopC6%2FLTitLWxClV8Q%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                                   
1   SRU8043-4R7Y         SRU8043-330Y          SRU8043330Y            L3                                     33 H Shielded Drum Core, Wirewound Inductor 1.7 A 100mOhm Nonstandard                                                                                               SRU8043-330Y      https://www.arrow.com/en/products/sru8043-330y/bourns?region=europe                                                                                                                                                           33 H Shielded Drum Core, Wirewound Inductor 1.7 A 100mOhm Nonstandard                                                                                               4.6mm   Bourns            SRU8043-330Y                                    652-SRU8043-330Y     https://www.mouser.co.uk/ProductDetail/Bourns/SRU8043-330Y?qs=3fQS%252B%2FKBkgz%2FMxFC%2FAjkIg%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                                
1   TLV1117-33IDCYR      TLV1117-33IDCYR       SOT230P700X180-4N      IC7                                    Single Output LDO, 800mA, Fixed and Adj., Internal Current limit, Thermal Overload Protection                                                                       TLV1117-33IDCYR   https://www.arrow.com/en/products/tlv1117-33idcyr/texas-instruments?region=nac                                                                                                                                                Single Output LDO, 800mA, Fixed and Adj., Internal Current limit, Thermal Overload Protection                                                                       1.8mm   Texas Instruments TLV1117-33IDCYR                                 595-TLV1117-33IDCYR  https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TLV1117-33IDCYR?qs=p6lVfQR1GSoKgp3tAXcW5w%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                            
1   TPS54228DDAR         TPS54228DDAR          SOIC127P600X170-9N     IC3                                    4.5V to 18V Input, 2-A Synchronous Step-Down Converter with Eco-mode&#153;                                                                                          TPS54228DDAR      https://www.arrow.com/en/products/tps54228ddar/texas-instruments?region=nac                                                                                                                                                   4.5V to 18V Input, 2-A Synchronous Step-Down Converter with Eco-mode&#153                                                                                                   1.7mm             Texas Instruments        TPS54228DDAR                                595-TPS54228DDAR                                                                                                 https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TPS54228DDAR?qs=L4ss%2FyqpMWRs7St6kwWLyQ%3D%3D                                                                                                                                                                                                                                                                                            
1   WSL1206R0100FEK18    WSL1206R0100FEK18     RESC3216X89N           R20                                    Res Metal Strip 1206 0.01 Ohm 1% 0.5W(1/2W) +/-75ppm/C Molded SMD Bulk                                                                                              WSL1206R0100FEK18 https://www.arrow.com/en/products/wsl1206r0100fek18/vishay                                                                                                                                                                    Res Metal Strip 1206 0.01 Ohm 1% 0.5W(1/2W) +/-75ppm/C Molded SMD Bulk                                                                                              0.889mm Vishay            WSL1206R0100FEK18                               71-WSL1206R0100FEK18 https://www.mouser.co.uk/ProductDetail/Vishay-Dale/WSL1206R0100FEK18?qs=chgxS0gduQ54D2t1c1PRvA%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                                
1   WSL1206R0200FEK18    WSL1206R0100FEK18     RESC3216X89N           R1                                     Res Metal Strip 1206 0.01 Ohm 1% 0.5W(1/2W) +/-75ppm/C Molded SMD Bulk                                                                                              WSL1206R0100FEK18 https://www.arrow.com/en/products/wsl1206r0100fek18/vishay                                                                                                                                                                    Res Metal Strip 1206 0.01 Ohm 1% 0.5W(1/2W) +/-75ppm/C Molded SMD Bulk                                                                                              0.889mm Vishay            WSL1206R0100FEK18                               71-WSL1206R0100FEK18 https://www.mouser.co.uk/ProductDetail/Vishay-Dale/WSL1206R0100FEK18?qs=chgxS0gduQ54D2t1c1PRvA%3D%3D                                                                                                                                                                                                                                                                                                                                                                                                                
